datetime,symbol,open,high,low,close,volume
2/8/2023 19:35,OANDA:EURGBP,0.8882,0.8885,0.88816,0.8884,400
2/8/2023 19:40,OANDA:EURGBP,0.8884,0.88854,0.88819,0.88826,460
2/8/2023 19:45,OANDA:EURGBP,0.88826,0.8884,0.88802,0.88839,365
2/8/2023 19:50,OANDA:EURGBP,0.88839,0.88868,0.8883,0.88862,466
2/8/2023 19:55,OANDA:EURGBP,0.88862,0.88871,0.88832,0.88844,434
2/8/2023 20:00,OANDA:EURGBP,0.88844,0.8885,0.88826,0.88844,472
2/8/2023 20:05,OANDA:EURGBP,0.88844,0.88854,0.88782,0.88807,423
2/8/2023 20:10,OANDA:EURGBP,0.88807,0.88849,0.88806,0.88841,398
2/8/2023 20:15,OANDA:EURGBP,0.88841,0.88846,0.88814,0.88822,447
2/8/2023 20:20,OANDA:EURGBP,0.88822,0.88824,0.88783,0.88783,427
2/8/2023 20:25,OANDA:EURGBP,0.88783,0.88784,0.88764,0.88774,313
2/8/2023 20:30,OANDA:EURGBP,0.88774,0.88792,0.88766,0.8879,330
2/8/2023 20:35,OANDA:EURGBP,0.8879,0.88798,0.88786,0.88788,304
2/8/2023 20:40,OANDA:EURGBP,0.88788,0.88792,0.88772,0.88788,412
2/8/2023 20:45,OANDA:EURGBP,0.88788,0.88791,0.88765,0.88784,283
2/8/2023 20:50,OANDA:EURGBP,0.88784,0.88794,0.88776,0.88782,355
2/8/2023 20:55,OANDA:EURGBP,0.88782,0.88802,0.88779,0.8879,301
2/8/2023 21:00,OANDA:EURGBP,0.8879,0.88792,0.88772,0.88778,331
2/8/2023 21:05,OANDA:EURGBP,0.88778,0.88799,0.88773,0.88798,278
2/8/2023 21:10,OANDA:EURGBP,0.88798,0.88804,0.88782,0.88782,254
2/8/2023 21:15,OANDA:EURGBP,0.88782,0.88812,0.88776,0.88784,289
2/8/2023 21:20,OANDA:EURGBP,0.88784,0.888,0.88781,0.88798,267
2/8/2023 21:25,OANDA:EURGBP,0.88798,0.88804,0.88781,0.88785,173
2/8/2023 21:30,OANDA:EURGBP,0.88785,0.8879,0.88776,0.88786,538
2/8/2023 21:35,OANDA:EURGBP,0.88786,0.888,0.88783,0.88797,486
2/8/2023 21:40,OANDA:EURGBP,0.88797,0.88802,0.88788,0.888,375
2/8/2023 21:45,OANDA:EURGBP,0.888,0.88844,0.888,0.88842,374
2/8/2023 21:50,OANDA:EURGBP,0.88842,0.88847,0.88826,0.88826,247
2/8/2023 21:55,OANDA:EURGBP,0.88826,0.88838,0.88819,0.88832,269
2/8/2023 22:00,OANDA:EURGBP,0.88832,0.88832,0.888,0.88804,252
2/8/2023 22:05,OANDA:EURGBP,0.88804,0.88814,0.88794,0.88809,256
2/8/2023 22:10,OANDA:EURGBP,0.88809,0.88809,0.88782,0.88802,294
2/8/2023 22:15,OANDA:EURGBP,0.88802,0.88814,0.88798,0.8881,253
2/8/2023 22:20,OANDA:EURGBP,0.8881,0.88812,0.88804,0.88811,251
2/8/2023 22:25,OANDA:EURGBP,0.88811,0.88817,0.88802,0.88808,327
2/8/2023 22:30,OANDA:EURGBP,0.88808,0.88816,0.88805,0.88812,215
2/8/2023 22:35,OANDA:EURGBP,0.88812,0.88816,0.88806,0.88811,245
2/8/2023 22:40,OANDA:EURGBP,0.88811,0.88828,0.88806,0.88825,232
2/8/2023 22:45,OANDA:EURGBP,0.88825,0.88828,0.88814,0.88826,307
2/8/2023 22:50,OANDA:EURGBP,0.88826,0.88826,0.888,0.88812,292
2/8/2023 22:55,OANDA:EURGBP,0.88812,0.88816,0.88802,0.88808,223
2/8/2023 23:00,OANDA:EURGBP,0.88808,0.88824,0.88806,0.88817,283
2/8/2023 23:05,OANDA:EURGBP,0.88817,0.88824,0.8881,0.88814,225
2/8/2023 23:10,OANDA:EURGBP,0.88814,0.88829,0.88806,0.88824,325
2/8/2023 23:15,OANDA:EURGBP,0.88824,0.88838,0.8882,0.88834,233
2/8/2023 23:20,OANDA:EURGBP,0.88834,0.88838,0.8882,0.88826,207
2/8/2023 23:25,OANDA:EURGBP,0.88826,0.8884,0.8882,0.88833,256
2/8/2023 23:30,OANDA:EURGBP,0.88833,0.88844,0.88825,0.88828,245
2/8/2023 23:35,OANDA:EURGBP,0.88828,0.88828,0.8881,0.88816,174
2/8/2023 23:40,OANDA:EURGBP,0.88816,0.88823,0.88808,0.88811,200
2/8/2023 23:45,OANDA:EURGBP,0.88811,0.88824,0.88802,0.8882,239
2/8/2023 23:50,OANDA:EURGBP,0.8882,0.8882,0.88802,0.88808,284
2/8/2023 23:55,OANDA:EURGBP,0.88808,0.88808,0.88794,0.88804,175
2/9/2023 0:00,OANDA:EURGBP,0.88804,0.88814,0.88798,0.88804,183
2/9/2023 0:05,OANDA:EURGBP,0.88804,0.88806,0.88776,0.88784,116
2/9/2023 0:10,OANDA:EURGBP,0.88784,0.88784,0.88766,0.8878,154
2/9/2023 0:15,OANDA:EURGBP,0.8878,0.88785,0.88768,0.88771,153
2/9/2023 0:20,OANDA:EURGBP,0.88771,0.88775,0.88759,0.88771,197
2/9/2023 0:25,OANDA:EURGBP,0.88771,0.88775,0.8876,0.88772,204
2/9/2023 0:30,OANDA:EURGBP,0.88772,0.88797,0.88772,0.88796,212
2/9/2023 0:35,OANDA:EURGBP,0.88796,0.888,0.88791,0.88791,52
2/9/2023 0:40,OANDA:EURGBP,0.88791,0.88795,0.8878,0.88782,69
2/9/2023 0:45,OANDA:EURGBP,0.88782,0.88783,0.88765,0.88772,65
2/9/2023 0:50,OANDA:EURGBP,0.88772,0.88772,0.88752,0.88756,88
2/9/2023 0:55,OANDA:EURGBP,0.88756,0.88758,0.88748,0.88756,86
2/9/2023 1:00,OANDA:EURGBP,0.88756,0.88763,0.88754,0.88756,101
2/9/2023 1:05,OANDA:EURGBP,0.88756,0.88758,0.88752,0.88752,62
2/9/2023 1:10,OANDA:EURGBP,0.88752,0.88755,0.88749,0.88754,70
2/9/2023 1:15,OANDA:EURGBP,0.88754,0.88766,0.88752,0.88764,71
2/9/2023 1:20,OANDA:EURGBP,0.88764,0.8878,0.88764,0.88772,112
2/9/2023 1:25,OANDA:EURGBP,0.88772,0.88773,0.88754,0.88761,103
2/9/2023 1:30,OANDA:EURGBP,0.88761,0.88778,0.88761,0.88774,5
2/9/2023 1:35,OANDA:EURGBP,0.88774,0.88778,0.88762,0.88763,16
2/9/2023 1:40,OANDA:EURGBP,0.88763,0.88774,0.88755,0.88755,11
2/9/2023 1:45,OANDA:EURGBP,0.88755,0.88769,0.88755,0.88756,644
2/9/2023 1:50,OANDA:EURGBP,0.88756,0.88762,0.88754,0.88758,901
2/9/2023 1:55,OANDA:EURGBP,0.88758,0.88784,0.88748,0.88781,906
2/9/2023 2:00,OANDA:EURGBP,0.88781,0.88792,0.88758,0.8877,1112
2/9/2023 2:05,OANDA:EURGBP,0.8877,0.88774,0.88756,0.88758,175
2/9/2023 2:10,OANDA:EURGBP,0.88758,0.88762,0.88748,0.88754,189
2/9/2023 2:15,OANDA:EURGBP,0.88754,0.88759,0.88736,0.88758,134
2/9/2023 2:20,OANDA:EURGBP,0.88758,0.88768,0.88752,0.88759,185
2/9/2023 2:25,OANDA:EURGBP,0.88759,0.88768,0.88758,0.88762,121
2/9/2023 2:30,OANDA:EURGBP,0.88762,0.888,0.88752,0.88755,622
2/9/2023 2:35,OANDA:EURGBP,0.88755,0.8876,0.88752,0.88756,96
2/9/2023 2:40,OANDA:EURGBP,0.88756,0.88757,0.88732,0.88738,121
2/9/2023 2:45,OANDA:EURGBP,0.88738,0.88752,0.88721,0.88722,503
2/9/2023 2:50,OANDA:EURGBP,0.88722,0.8876,0.88718,0.88758,830
2/9/2023 2:55,OANDA:EURGBP,0.88758,0.8877,0.88758,0.88758,271
2/9/2023 3:00,OANDA:EURGBP,0.88758,0.88766,0.88758,0.88766,102
2/9/2023 3:05,OANDA:EURGBP,0.88766,0.88774,0.88764,0.88772,199
2/9/2023 3:10,OANDA:EURGBP,0.88772,0.88778,0.88765,0.88765,112
2/9/2023 3:15,OANDA:EURGBP,0.88765,0.88784,0.88756,0.88775,111
2/9/2023 3:20,OANDA:EURGBP,0.88775,0.8878,0.8877,0.88771,148
2/9/2023 3:25,OANDA:EURGBP,0.88771,0.88776,0.88771,0.88773,117
2/9/2023 3:30,OANDA:EURGBP,0.88773,0.8879,0.8877,0.8879,207
2/9/2023 3:35,OANDA:EURGBP,0.8879,0.88795,0.88786,0.88789,202
2/9/2023 3:40,OANDA:EURGBP,0.88789,0.88795,0.8878,0.88786,190
2/9/2023 3:45,OANDA:EURGBP,0.88786,0.88789,0.88776,0.88785,174
2/9/2023 3:50,OANDA:EURGBP,0.88785,0.88785,0.88774,0.88776,181
2/9/2023 3:55,OANDA:EURGBP,0.88776,0.88782,0.88774,0.88778,206
2/9/2023 4:00,OANDA:EURGBP,0.88778,0.88795,0.88778,0.88794,137
2/9/2023 4:05,OANDA:EURGBP,0.88794,0.88802,0.88792,0.888,97
2/9/2023 4:10,OANDA:EURGBP,0.888,0.88811,0.88796,0.8881,144
2/9/2023 4:15,OANDA:EURGBP,0.8881,0.88818,0.88803,0.88812,144
2/9/2023 4:20,OANDA:EURGBP,0.88812,0.8882,0.88807,0.8882,227
2/9/2023 4:25,OANDA:EURGBP,0.8882,0.88834,0.88816,0.8883,288
2/9/2023 4:30,OANDA:EURGBP,0.8883,0.88836,0.88818,0.88822,355
2/9/2023 4:35,OANDA:EURGBP,0.88822,0.88834,0.88818,0.88832,338
2/9/2023 4:40,OANDA:EURGBP,0.88832,0.88844,0.88824,0.88838,427
2/9/2023 4:45,OANDA:EURGBP,0.88838,0.88844,0.8882,0.88823,390
2/9/2023 4:50,OANDA:EURGBP,0.88823,0.88832,0.88819,0.88821,248
2/9/2023 4:55,OANDA:EURGBP,0.88821,0.88828,0.88817,0.88822,244
2/9/2023 5:00,OANDA:EURGBP,0.88822,0.8883,0.8882,0.88828,347
2/9/2023 5:05,OANDA:EURGBP,0.88828,0.88834,0.88819,0.8883,332
2/9/2023 5:10,OANDA:EURGBP,0.8883,0.88836,0.88826,0.88827,259
2/9/2023 5:15,OANDA:EURGBP,0.88827,0.88834,0.8882,0.8883,246
2/9/2023 5:20,OANDA:EURGBP,0.8883,0.88832,0.88814,0.88815,339
2/9/2023 5:25,OANDA:EURGBP,0.88815,0.88829,0.88811,0.88816,281
2/9/2023 5:30,OANDA:EURGBP,0.88816,0.88826,0.88812,0.88826,189
2/9/2023 5:35,OANDA:EURGBP,0.88826,0.88826,0.88815,0.88816,302
2/9/2023 5:40,OANDA:EURGBP,0.88816,0.88822,0.88814,0.88822,160
2/9/2023 5:45,OANDA:EURGBP,0.88822,0.88826,0.88813,0.88818,233
2/9/2023 5:50,OANDA:EURGBP,0.88818,0.88824,0.88816,0.88824,211
2/9/2023 5:55,OANDA:EURGBP,0.88824,0.88828,0.88817,0.8882,180
2/9/2023 6:00,OANDA:EURGBP,0.8882,0.88832,0.88815,0.88832,267
2/9/2023 6:05,OANDA:EURGBP,0.88832,0.88834,0.88824,0.88826,160
2/9/2023 6:10,OANDA:EURGBP,0.88826,0.88833,0.88821,0.88824,222
2/9/2023 6:15,OANDA:EURGBP,0.88824,0.88824,0.88815,0.88822,226
2/9/2023 6:20,OANDA:EURGBP,0.88822,0.88831,0.88822,0.88825,104
2/9/2023 6:25,OANDA:EURGBP,0.88825,0.88829,0.88816,0.88827,307
2/9/2023 6:30,OANDA:EURGBP,0.88827,0.88837,0.88821,0.88821,177
2/9/2023 6:35,OANDA:EURGBP,0.88821,0.88824,0.88816,0.88822,114
2/9/2023 6:40,OANDA:EURGBP,0.88822,0.88824,0.88817,0.88822,195
2/9/2023 6:45,OANDA:EURGBP,0.88822,0.88831,0.8881,0.88814,222
2/9/2023 6:50,OANDA:EURGBP,0.88814,0.88822,0.8881,0.8881,142
2/9/2023 6:55,OANDA:EURGBP,0.8881,0.88826,0.8881,0.88823,195
2/9/2023 7:00,OANDA:EURGBP,0.88823,0.88824,0.88812,0.8882,217
2/9/2023 7:05,OANDA:EURGBP,0.8882,0.88832,0.8881,0.88829,249
2/9/2023 7:10,OANDA:EURGBP,0.88829,0.8883,0.8882,0.88827,168
2/9/2023 7:15,OANDA:EURGBP,0.88827,0.88829,0.8882,0.88828,134
2/9/2023 7:20,OANDA:EURGBP,0.88828,0.88828,0.8882,0.88824,195
2/9/2023 7:25,OANDA:EURGBP,0.88824,0.88825,0.88813,0.88814,284
2/9/2023 7:30,OANDA:EURGBP,0.88814,0.8882,0.88812,0.88814,198
2/9/2023 7:35,OANDA:EURGBP,0.88814,0.88817,0.8881,0.88812,210
2/9/2023 7:40,OANDA:EURGBP,0.88812,0.88816,0.88803,0.88806,202
2/9/2023 7:45,OANDA:EURGBP,0.88806,0.88818,0.88806,0.88811,269
2/9/2023 7:50,OANDA:EURGBP,0.88811,0.88812,0.88803,0.8881,232
2/9/2023 7:55,OANDA:EURGBP,0.8881,0.88811,0.88806,0.88809,167
2/9/2023 8:00,OANDA:EURGBP,0.88809,0.88814,0.88799,0.888,217
2/9/2023 8:05,OANDA:EURGBP,0.888,0.88806,0.88796,0.88806,160
2/9/2023 8:10,OANDA:EURGBP,0.88806,0.88808,0.8879,0.88792,123
2/9/2023 8:15,OANDA:EURGBP,0.88792,0.88796,0.88785,0.88792,116
2/9/2023 8:20,OANDA:EURGBP,0.88792,0.88806,0.8879,0.88804,107
2/9/2023 8:25,OANDA:EURGBP,0.88804,0.88804,0.8879,0.88792,141
2/9/2023 8:30,OANDA:EURGBP,0.88792,0.88797,0.88778,0.8878,162
2/9/2023 8:35,OANDA:EURGBP,0.8878,0.88802,0.88779,0.88798,185
2/9/2023 8:40,OANDA:EURGBP,0.88798,0.888,0.88794,0.88798,155
2/9/2023 8:45,OANDA:EURGBP,0.88798,0.88805,0.88785,0.8879,248
2/9/2023 8:50,OANDA:EURGBP,0.8879,0.88802,0.88786,0.88802,163
2/9/2023 8:55,OANDA:EURGBP,0.88802,0.88803,0.88786,0.88795,184
2/9/2023 9:00,OANDA:EURGBP,0.88795,0.88799,0.8878,0.88796,194
2/9/2023 9:05,OANDA:EURGBP,0.88796,0.88799,0.8878,0.88788,213
2/9/2023 9:10,OANDA:EURGBP,0.88788,0.88796,0.88784,0.88791,247
2/9/2023 9:15,OANDA:EURGBP,0.88791,0.88813,0.88776,0.88802,939
2/9/2023 9:20,OANDA:EURGBP,0.88802,0.8882,0.888,0.88817,364
2/9/2023 9:25,OANDA:EURGBP,0.88817,0.88817,0.88802,0.88807,261
2/9/2023 9:30,OANDA:EURGBP,0.88807,0.8881,0.88795,0.88808,259
2/9/2023 9:35,OANDA:EURGBP,0.88808,0.8881,0.88783,0.88788,261
2/9/2023 9:40,OANDA:EURGBP,0.88788,0.88802,0.88786,0.88792,255
2/9/2023 9:45,OANDA:EURGBP,0.88792,0.88806,0.8879,0.888,261
2/9/2023 9:50,OANDA:EURGBP,0.888,0.88802,0.88792,0.88796,174
2/9/2023 9:55,OANDA:EURGBP,0.88796,0.88799,0.88766,0.8878,236
2/9/2023 10:00,OANDA:EURGBP,0.8878,0.88784,0.8877,0.88776,205
2/9/2023 10:05,OANDA:EURGBP,0.88776,0.88778,0.88759,0.88762,196
2/9/2023 10:10,OANDA:EURGBP,0.88762,0.88762,0.88739,0.88742,105
2/9/2023 10:15,OANDA:EURGBP,0.88742,0.88748,0.88742,0.88747,146
2/9/2023 10:20,OANDA:EURGBP,0.88747,0.88764,0.88746,0.88758,214
2/9/2023 10:25,OANDA:EURGBP,0.88758,0.8877,0.88752,0.8877,383
2/9/2023 10:30,OANDA:EURGBP,0.8877,0.8877,0.88676,0.88682,820
2/9/2023 10:35,OANDA:EURGBP,0.88682,0.8869,0.88658,0.8868,386
2/9/2023 10:40,OANDA:EURGBP,0.8868,0.88682,0.88673,0.88678,195
2/9/2023 10:45,OANDA:EURGBP,0.88678,0.88708,0.88676,0.8869,260
2/9/2023 10:50,OANDA:EURGBP,0.8869,0.88716,0.88688,0.8871,402
2/9/2023 10:55,OANDA:EURGBP,0.8871,0.88724,0.88694,0.88704,339
2/9/2023 11:00,OANDA:EURGBP,0.88704,0.88733,0.88702,0.8872,296
2/9/2023 11:05,OANDA:EURGBP,0.8872,0.88736,0.88713,0.88736,214
2/9/2023 11:10,OANDA:EURGBP,0.88736,0.8877,0.88726,0.88731,382
2/9/2023 11:15,OANDA:EURGBP,0.88731,0.8874,0.88718,0.88732,280
2/9/2023 11:20,OANDA:EURGBP,0.88732,0.88763,0.88728,0.88762,351
2/9/2023 11:25,OANDA:EURGBP,0.88762,0.88764,0.88708,0.88739,400
2/9/2023 11:30,OANDA:EURGBP,0.88739,0.88746,0.88694,0.88707,493
2/9/2023 11:35,OANDA:EURGBP,0.88707,0.88752,0.88707,0.88735,405
2/9/2023 11:40,OANDA:EURGBP,0.88735,0.88749,0.88696,0.88732,394
2/9/2023 11:45,OANDA:EURGBP,0.88732,0.88754,0.88707,0.88707,391
2/9/2023 11:50,OANDA:EURGBP,0.88707,0.88721,0.88643,0.88643,562
2/9/2023 11:55,OANDA:EURGBP,0.88643,0.88697,0.88614,0.8869,569
2/9/2023 12:00,OANDA:EURGBP,0.8869,0.88716,0.88678,0.88708,520
2/9/2023 12:05,OANDA:EURGBP,0.88708,0.88741,0.88642,0.88656,591
2/9/2023 12:10,OANDA:EURGBP,0.88656,0.88724,0.88652,0.88706,405
2/9/2023 12:15,OANDA:EURGBP,0.88706,0.88708,0.88678,0.88706,378
2/9/2023 12:20,OANDA:EURGBP,0.88706,0.88724,0.88688,0.88704,340
2/9/2023 12:25,OANDA:EURGBP,0.88704,0.88714,0.88684,0.88685,324
2/9/2023 12:30,OANDA:EURGBP,0.88685,0.88686,0.88654,0.88672,248
2/9/2023 12:35,OANDA:EURGBP,0.88672,0.88745,0.88672,0.88745,467
2/9/2023 12:40,OANDA:EURGBP,0.88745,0.88758,0.88727,0.88732,442
2/9/2023 12:45,OANDA:EURGBP,0.88732,0.88732,0.88676,0.88678,386
2/9/2023 12:50,OANDA:EURGBP,0.88678,0.887,0.88667,0.88686,349
2/9/2023 12:55,OANDA:EURGBP,0.88686,0.88714,0.88681,0.88698,304
2/9/2023 13:00,OANDA:EURGBP,0.88698,0.88726,0.88695,0.88712,273
2/9/2023 13:05,OANDA:EURGBP,0.88712,0.88714,0.88664,0.88672,243
2/9/2023 13:10,OANDA:EURGBP,0.88672,0.88692,0.88667,0.88674,305
2/9/2023 13:15,OANDA:EURGBP,0.88674,0.88684,0.88672,0.88675,193
2/9/2023 13:20,OANDA:EURGBP,0.88675,0.88736,0.88665,0.88731,270
2/9/2023 13:25,OANDA:EURGBP,0.88731,0.88731,0.88646,0.88654,552
2/9/2023 13:30,OANDA:EURGBP,0.88654,0.88696,0.88636,0.88668,557
2/9/2023 13:35,OANDA:EURGBP,0.88668,0.887,0.88658,0.8867,419
2/9/2023 13:40,OANDA:EURGBP,0.8867,0.8869,0.88644,0.88644,314
2/9/2023 13:45,OANDA:EURGBP,0.88644,0.88656,0.88627,0.88641,315
2/9/2023 13:50,OANDA:EURGBP,0.88641,0.88652,0.8863,0.88637,249
2/9/2023 13:55,OANDA:EURGBP,0.88637,0.88662,0.8863,0.88658,346
2/9/2023 14:00,OANDA:EURGBP,0.88658,0.88678,0.88654,0.88675,387
2/9/2023 14:05,OANDA:EURGBP,0.88675,0.88682,0.8865,0.88672,300
2/9/2023 14:10,OANDA:EURGBP,0.88672,0.88698,0.8867,0.88696,321
2/9/2023 14:15,OANDA:EURGBP,0.88696,0.88702,0.88658,0.88668,351
2/9/2023 14:20,OANDA:EURGBP,0.88668,0.8869,0.8862,0.88634,481
2/9/2023 14:25,OANDA:EURGBP,0.88634,0.8872,0.88632,0.88697,554
2/9/2023 14:30,OANDA:EURGBP,0.88697,0.8871,0.88672,0.8869,434
2/9/2023 14:35,OANDA:EURGBP,0.8869,0.88719,0.88666,0.88681,348
2/9/2023 14:40,OANDA:EURGBP,0.88681,0.88681,0.88649,0.88665,223
2/9/2023 14:45,OANDA:EURGBP,0.88665,0.887,0.88665,0.88694,277
2/9/2023 14:50,OANDA:EURGBP,0.88694,0.88737,0.88692,0.88725,294
2/9/2023 14:55,OANDA:EURGBP,0.88725,0.88728,0.88706,0.88709,238
2/9/2023 15:00,OANDA:EURGBP,0.88709,0.88709,0.8867,0.88674,228
2/9/2023 15:05,OANDA:EURGBP,0.88674,0.88686,0.88658,0.88669,252
2/9/2023 15:10,OANDA:EURGBP,0.88669,0.8867,0.88622,0.88648,274
2/9/2023 15:15,OANDA:EURGBP,0.88648,0.88668,0.88637,0.88647,223
2/9/2023 15:20,OANDA:EURGBP,0.88647,0.88649,0.88614,0.88619,271
2/9/2023 15:25,OANDA:EURGBP,0.88619,0.8864,0.886,0.88602,401
2/9/2023 15:30,OANDA:EURGBP,0.88602,0.88606,0.88522,0.88538,391
2/9/2023 15:35,OANDA:EURGBP,0.88538,0.8856,0.88522,0.88556,364
2/9/2023 15:40,OANDA:EURGBP,0.88556,0.886,0.88555,0.88599,303
2/9/2023 15:45,OANDA:EURGBP,0.88599,0.88604,0.8858,0.8858,252
2/9/2023 15:50,OANDA:EURGBP,0.8858,0.88615,0.88575,0.88614,221
2/9/2023 15:55,OANDA:EURGBP,0.88614,0.88618,0.88598,0.88598,327
2/9/2023 16:00,OANDA:EURGBP,0.88598,0.88606,0.88583,0.88586,263
2/9/2023 16:05,OANDA:EURGBP,0.88586,0.88586,0.88554,0.88572,285
2/9/2023 16:10,OANDA:EURGBP,0.88572,0.88572,0.8853,0.8855,331
2/9/2023 16:15,OANDA:EURGBP,0.8855,0.8857,0.88506,0.88549,390
2/9/2023 16:20,OANDA:EURGBP,0.88549,0.88569,0.88532,0.88541,346
2/9/2023 16:25,OANDA:EURGBP,0.88541,0.88558,0.88522,0.88556,354
2/9/2023 16:30,OANDA:EURGBP,0.88556,0.88571,0.8852,0.8857,381
2/9/2023 16:35,OANDA:EURGBP,0.8857,0.8857,0.8853,0.88554,546
2/9/2023 16:40,OANDA:EURGBP,0.88554,0.88556,0.88512,0.88512,332
2/9/2023 16:45,OANDA:EURGBP,0.88512,0.88556,0.88504,0.88542,360
2/9/2023 16:50,OANDA:EURGBP,0.88542,0.88545,0.88508,0.88527,400
2/9/2023 16:55,OANDA:EURGBP,0.88527,0.88548,0.88512,0.88519,438
2/9/2023 17:00,OANDA:EURGBP,0.88519,0.88538,0.88508,0.88535,759
2/9/2023 17:05,OANDA:EURGBP,0.88535,0.88546,0.8853,0.88536,440
2/9/2023 17:10,OANDA:EURGBP,0.88536,0.88552,0.88484,0.8849,378
2/9/2023 17:15,OANDA:EURGBP,0.8849,0.88528,0.88487,0.88508,538
2/9/2023 17:20,OANDA:EURGBP,0.88508,0.88541,0.88505,0.88511,620
2/9/2023 17:25,OANDA:EURGBP,0.88511,0.88528,0.88493,0.885,448
2/9/2023 17:30,OANDA:EURGBP,0.885,0.88522,0.88496,0.88512,434
2/9/2023 17:35,OANDA:EURGBP,0.88512,0.88516,0.88484,0.885,385
2/9/2023 17:40,OANDA:EURGBP,0.885,0.88539,0.88491,0.88528,450
2/9/2023 17:45,OANDA:EURGBP,0.88528,0.88534,0.88482,0.88506,475
2/9/2023 17:50,OANDA:EURGBP,0.88506,0.88536,0.88505,0.88524,293
2/9/2023 17:55,OANDA:EURGBP,0.88524,0.88534,0.88472,0.88476,310
2/9/2023 18:00,OANDA:EURGBP,0.88476,0.885,0.88464,0.88492,500
2/9/2023 18:05,OANDA:EURGBP,0.88492,0.8853,0.88486,0.88519,313
2/9/2023 18:10,OANDA:EURGBP,0.88519,0.88536,0.88512,0.88522,388
2/9/2023 18:15,OANDA:EURGBP,0.88522,0.88548,0.88514,0.88522,378
2/9/2023 18:20,OANDA:EURGBP,0.88522,0.88542,0.88504,0.88524,390
2/9/2023 18:25,OANDA:EURGBP,0.88524,0.88543,0.88516,0.88537,414
2/9/2023 18:30,OANDA:EURGBP,0.88537,0.88539,0.88504,0.88535,442
2/9/2023 18:35,OANDA:EURGBP,0.88535,0.88535,0.88496,0.88509,259
2/9/2023 18:40,OANDA:EURGBP,0.88509,0.88519,0.88488,0.8849,292
2/9/2023 18:45,OANDA:EURGBP,0.8849,0.88494,0.88466,0.88484,304
2/9/2023 18:50,OANDA:EURGBP,0.88484,0.88512,0.88475,0.88497,341
2/9/2023 18:55,OANDA:EURGBP,0.88497,0.88528,0.88484,0.8852,358
2/9/2023 19:00,OANDA:EURGBP,0.8852,0.8853,0.88502,0.88518,314
2/9/2023 19:05,OANDA:EURGBP,0.88518,0.88532,0.88505,0.88513,353
2/9/2023 19:10,OANDA:EURGBP,0.88513,0.88526,0.88508,0.88516,259
